"Assembled.Payload.Size","DYNRiskA.Score","Response.Size","Source.Ping.Time","Operating.System","Connection.State","Connection.Rate","Ingress.Router","Server.Response.Packet.Time","Packet.Size","Packet.TTL","Source.IP.Concurrent.Connection","Class"
62865,0.585609923,429247,234,"Windows_All","ESTABLISHED",582.5911786,"mel-aus-01",213,1349,51,29,"NonMal"
69207,0.404333334,418523,219,"Android","ESTABLISHED",226.9931033,"mel-aus-01",183,1346,66,22,"NonMal"
68953,0.536307924,581610,281,"Other_OS","ESTABLISHED",201.0989188,"mel-aus-01",219,1372,80,25,"NonMal"
60343,0.669388031,608621,287,"Windows_All","ESTABLISHED",636.4128617,"mel-aus-01",166,1382,50,26,"NonMal"
60050,0.70318535,624064,191,"Android","ESTABLISHED",752.3926643,"mel-aus-01",119,1338,71,27,"NonMal"
73679,0.681811757,462837,274,"Windows_All","ESTABLISHED",400.7926496,"mel-aus-01",128,1293,65,19,"NonMal"
66966,0.443940888,258425,186,"Android","ESTABLISHED",233.4625391,"syd-tls-04",167,1368,59,20,"NonMal"
48982,0.643721409,500641,289,"Android","Others",874.914897,"mel-aus-01",192,1320,62,33,"NonMal"
67827,0.687969782,457498,252,"Other_OS","ESTABLISHED",433.9691737,"mel-aus-01",150,1347,59,22,"NonMal"
61644,0.639448696,631446,302,"Android","ESTABLISHED",664.7104382,"syd-tls-04",212,1322,68,27,"NonMal"
66366,0.617569751,437992,282,"Windows_All","ESTABLISHED",802.6619367,"syd-tls-04",143,1346,73,27,"NonMal"
56896,0.722421069,341239,262,"Windows_All","ESTABLISHED",549.290318,"mel-aus-01",201,1325,49,25,"NonMal"
51172,0.754044462,491956,340,"Android","ESTABLISHED",272.8743805,"syd-tls-04",197,1323,60,26,"NonMal"
40232,0.768402079,595981,318,"Windows_All","ESTABLISHED",619.2451657,"mel-aus-01",235,1355,77,32,"NonMal"
59039,0.668666147,640675,280,"Android","ESTABLISHED",758.3007685,"mel-aus-01",165,1321,59,28,"NonMal"
61006,0.476305475,407011,311,"Windows_All","ESTABLISHED",219.8507489,"syd-tls-04",164,1328,66,17,"NonMal"
59528,0.589341253,323130,288,"Windows_All","Others",869.344963,"mel-aus-01",117,1345,64,30,"NonMal"
55964,0.655810793,566767,223,"Android","ESTABLISHED",684.1549087,"syd-tls-04",184,1281,82,31,"NonMal"
71865,0.566030237,355453,227,"Windows_All","ESTABLISHED",21.71609969,"mel-aus-01",164,1264,59,20,"NonMal"
70912,0.407541391,460572,185,"Other_OS","ESTABLISHED",528.7045205,"mel-aus-01",211,1348,66,22,"NonMal"
59012,0.394659355,385844,292,"Android","ESTABLISHED",626.6876863,"syd-tls-04",131,1330,62,14,"NonMal"
48736,0.779637367,505221,252,"Windows_All","ESTABLISHED",927.5470692,"mel-aus-01",195,1339,70,29,"NonMal"
63189,0.533535935,503936,216,"Android","ESTABLISHED",161.4832396,"syd-tls-04",214,1347,76,20,"NonMal"
57391,0.760359548,641844,288,"Windows_All","ESTABLISHED",629.3723639,"mel-aus-01",198,1382,60,24,"NonMal"
65154,0.586556517,489214,314,"Android","ESTABLISHED",684.9225254,"syd-tls-04",178,1349,70,28,"NonMal"
56719,0.612629716,470789,301,"Windows_All","Others",803.7114711,"mel-aus-01",189,1324,76,30,"NonMal"
64181,0.503066838,389520,256,"Android","ESTABLISHED",276.4873314,"mel-aus-01",223,1374,63,20,"NonMal"
70885,0.474673571,463356,258,"Android","ESTABLISHED",112.5231375,"syd-tls-04",196,1381,66,23,"NonMal"
63774,0.534633947,578646,328,"Windows_All","ESTABLISHED",54.9238181,"mel-aus-01",143,1313,57,19,"NonMal"
67348,0.601001468,692948,290,"Android","ESTABLISHED",485.0733857,"mel-aus-01",149,1375,64,25,"NonMal"
61912,0.64501328,485588,181,"Android","ESTABLISHED",572.1045703,"mel-aus-01",179,1320,70,26,"NonMal"
56285,0.604402855,264847,277,"Other_OS","ESTABLISHED",110.3633421,"mel-aus-01",233,1397,70,21,"NonMal"
60595,0.649649109,587437,348,"Other_OS","ESTABLISHED",470.7972919,"syd-tls-04",204,1361,70,28,"NonMal"
65663,0.726281658,503675,263,"Windows_All","ESTABLISHED",224.3734459,"mel-aus-01",177,1340,67,19,"NonMal"
60856,0.415796844,659443,193,"Android","ESTABLISHED",672.1128912,"mel-aus-01",118,1312,78,13,"NonMal"
72340,0.67168945,658573,304,"Windows_All","ESTABLISHED",504.6697897,"mel-aus-01",155,1363,70,21,"NonMal"
62358,0.505605981,516352,318,"Android","ESTABLISHED",289.4258633,"syd-tls-04",156,1345,55,17,"NonMal"
62205,0.648076141,467234,185,"Windows_All","Others",830.9786347,"mel-aus-01",184,1333,60,26,"NonMal"
56938,0.393803949,662921,194,"Windows_All","Others",470.4020286,"mel-aus-01",111,1322,70,12,"NonMal"
66468,0.597102911,510799,187,"Windows_All","ESTABLISHED",145.6944474,"syd-tls-04",161,1366,73,20,"NonMal"
62779,0.614681569,498365,316,"Other_OS","Others",890.6419635,"syd-tls-04",158,1358,72,28,"NonMal"
54883,0.782796818,618734,317,"Other_OS","ESTABLISHED",449.9049911,"mel-aus-01",154,1377,67,23,"NonMal"
56204,0.452230094,385408,215,"Windows_All","Others",136.8357316,"syd-tls-04",167,1362,54,18,"NonMal"
74362,0.530702528,450697,358,"Android","ESTABLISHED",755.8081142,"syd-tls-04",120,1283,52,25,"NonMal"
60887,0.470724039,593713,193,"Android","ESTABLISHED",570.4078901,"syd-tls-04",160,1370,80,16,"NonMal"
60107,0.491588698,387254,255,"Android","ESTABLISHED",338.5244984,"syd-tls-04",126,1359,66,15,"NonMal"
55882,0.687354207,486690,279,"Android","ESTABLISHED",279.0879803,"mel-aus-01",209,1363,55,19,"NonMal"
51707,0.550061727,473094,304,"Windows_All","ESTABLISHED",451.7454393,"mel-aus-01",168,1366,64,15,"NonMal"
55399,0.455195523,531588,270,"Other_OS","ESTABLISHED",449.4226042,"syd-tls-04",182,1349,47,17,"NonMal"
60617,0.596687655,678805,272,"Android","ESTABLISHED",219.474156,"mel-aus-01",189,1327,74,18,"NonMal"
54911,0.491357799,547478,205,"Android","Others",49.51811021,"mel-aus-01",171,1313,62,17,"NonMal"
59887,0.520647235,323437,323,"Windows_All","ESTABLISHED",206.2881396,"mel-aus-01",190,1328,61,19,"NonMal"
55043,0.4869214,380091,281,"Windows_All","ESTABLISHED",473.9149407,"mel-aus-01",175,1361,75,14,"NonMal"
61766,0.298602428,466004,277,"Android","Others",665.1989838,"syd-tls-04",160,1355,63,17,"NonMal"
59525,0.499896193,539648,230,"Windows_All","ESTABLISHED",306.2662808,"mel-aus-01",189,1337,63,18,"NonMal"
53365,0.741813252,439539,164,"Android","ESTABLISHED",495.566249,"mel-aus-01",177,1331,71,24,"NonMal"
68966,0.596445375,439363,306,"Windows_All","ESTABLISHED",340.7002131,"mel-aus-01",156,1381,59,21,"NonMal"
60302,0.678346109,616287,317,"Android","ESTABLISHED",518.0517975,"syd-tls-04",149,1317,65,28,"NonMal"
70756,0.485038158,602199,233,"Android","ESTABLISHED",524.262503,"mel-aus-01",193,1349,58,21,"NonMal"
61877,0.537340597,526758,211,"Windows_All","ESTABLISHED",289.0691555,"syd-tls-04",200,1397,51,20,"NonMal"
60721,0.430396328,382540,299,"Windows_All","Others",254.233594,"mel-aus-01",184,1306,65,18,"NonMal"
53862,0.39242735,647830,268,"Android","Others",614.5973667,"mel-aus-01",167,1326,50,14,"NonMal"
65269,0.656407444,426941,248,"Windows_All","ESTABLISHED",592.0569787,"mel-aus-01",134,1359,66,24,"NonMal"
62978,0.67760536,500384,276,"Other_OS","ESTABLISHED",722.6386122,"mel-aus-01",140,1342,50,24,"NonMal"
63992,0.476148061,551961,219,"Other_OS","ESTABLISHED",307.9022696,"mel-aus-01",101,1382,66,14,"NonMal"
61243,0.700092807,476604,179,"Other_OS","ESTABLISHED",449.6975651,"mel-aus-01",145,1385,70,24,"NonMal"
57290,0.721964244,362425,368,"Windows_All","ESTABLISHED",548.6988312,"syd-tls-04",166,1336,70,26,"NonMal"
67915,0.277176678,514881,288,"Android","ESTABLISHED",988.2187347,"mel-aus-01",145,1298,64,15,"NonMal"
59074,0.636888935,661599,273,"Android","ESTABLISHED",753.8298512,"syd-tls-04",172,1369,61,28,"NonMal"
71383,0.49037583,618554,301,"Windows_All","ESTABLISHED",187.4521569,"syd-tls-04",156,1347,60,20,"NonMal"
59588,0.652228634,584979,237,"Android","Others",928.7929924,"syd-tls-04",183,1359,61,31,"NonMal"
58384,0.710332294,415262,245,"Windows_All","ESTABLISHED",316.3487852,"syd-tls-04",177,1355,91,18,"NonMal"
67372,0.568605981,581561,269,"Windows_All","ESTABLISHED",155.6453622,"syd-tls-04",183,1362,70,21,"NonMal"
72780,0.432338616,500327,322,"Windows_All","ESTABLISHED",113.9350826,"syd-tls-04",126,1349,61,18,"NonMal"
67351,0.410125573,503887,354,"Android","ESTABLISHED",548.7607463,"mel-aus-01",153,1324,56,18,"NonMal"
56559,0.456080084,433685,268,"Windows_All","ESTABLISHED",478.3078275,"syd-tls-04",206,1331,66,18,"NonMal"
62204,0.625555589,562582,191,"Windows_All","ESTABLISHED",626.3184467,"syd-tls-04",167,1401,65,27,"NonMal"
73496,0.408766884,611972,217,"Android","ESTABLISHED",520.7741002,"mel-aus-01",214,1361,67,22,"NonMal"
64007,0.670049553,606275,220,"Windows_All","ESTABLISHED",597.7098395,"syd-tls-04",143,1324,61,24,"NonMal"
72714,0.369047136,371014,259,"Android","ESTABLISHED",422.7068097,"mel-aus-01",117,1298,48,19,"NonMal"
54422,0.729622545,517010,254,"Android","ESTABLISHED",807.5118902,"syd-tls-04",190,1315,46,27,"NonMal"
68180,0.455436273,460690,251,"Windows_All","ESTABLISHED",228.2260944,"mel-aus-01",208,1319,77,25,"NonMal"
64869,0.647461354,353469,222,"Windows_All","ESTABLISHED",661.7882366,"mel-aus-01",157,1346,75,26,"NonMal"
66072,0.590555769,478705,201,"Android","Others",877.5925809,"mel-aus-01",185,1286,78,29,"NonMal"
44223,0.690732552,523717,271,"Windows_All","Others",572.0014849,"syd-tls-04",313,1371,62,35,"NonMal"
57796,0.448698114,555934,310,"Windows_All","Others",210.6067105,"syd-tls-04",169,1366,56,17,"NonMal"
55882,0.513037619,457923,230,"Android","ESTABLISHED",181.2072852,"mel-aus-01",172,1382,61,17,"NonMal"
65653,0.458138339,348105,259,"Windows_All","ESTABLISHED",285.9730625,"syd-tls-04",113,1357,71,15,"NonMal"
68214,0.590085179,388299,300,"Other_OS","ESTABLISHED",538.8000575,"mel-aus-01",248,1397,56,28,"NonMal"
61657,0.463902349,606101,274,"Android","ESTABLISHED",223.0107354,"syd-tls-04",143,1355,65,17,"NonMal"
68568,0.641957433,453682,261,"Windows_All","ESTABLISHED",614.6862268,"mel-aus-01",138,1353,64,25,"NonMal"
74923,0.535819608,367940,308,"Windows_All","ESTABLISHED",693.0982063,"mel-aus-01",176,1328,62,27,"NonMal"
56123,0.598284632,497133,325,"Android","ESTABLISHED",18.61464115,"mel-aus-01",203,1374,54,18,"NonMal"
64733,0.434766926,593130,222,"Android","ESTABLISHED",476.036461,"mel-aus-01",115,1415,63,14,"NonMal"
54179,0.670690814,573171,309,"Android","ESTABLISHED",789.8052167,"syd-tls-04",161,1372,47,29,"NonMal"
64928,0.638195141,451049,286,"Windows_All","ESTABLISHED",702.802604,"mel-aus-01",150,1265,64,27,"NonMal"
61230,0.715351768,456801,280,"Windows_All","ESTABLISHED",661.9763612,"mel-aus-01",126,1279,73,24,"NonMal"
60473,0.371793064,533601,373,"Android","ESTABLISHED",599.3750057,"syd-tls-04",202,1353,53,18,"NonMal"
69065,0.640349779,647443,256,"Android","ESTABLISHED",523.1815449,"mel-aus-01",145,1397,67,23,"NonMal"
50159,0.777357308,615133,206,"Android","ESTABLISHED",355.1005261,"syd-tls-04",246,1316,72,25,"NonMal"
64996,0.685896225,769114,165,"Windows_All","ESTABLISHED",524.5444456,"syd-tls-04",109,1340,56,22,"NonMal"
62589,0.659453291,481348,257,"Windows_All","ESTABLISHED",389.3439666,"mel-aus-01",192,1373,47,25,"NonMal"
48547,0.682158041,580583,288,"Windows_All","ESTABLISHED",598.2986822,"syd-tls-04",196,1321,74,32,"NonMal"
51601,0.721491081,679422,283,"Other_OS","ESTABLISHED",576.2705895,"syd-tls-04",190,1272,57,29,"NonMal"
64190,0.401905083,513145,286,"Android","ESTABLISHED",397.4403469,"mel-aus-01",158,1373,67,17,"NonMal"
64904,0.643467978,596510,286,"Windows_All","Others",1092.812214,"mel-aus-01",97,1405,63,27,"NonMal"
57034,0.721864886,655713,217,"Android","ESTABLISHED",362.7520199,"mel-aus-01",214,1340,68,25,"NonMal"
60765,0.510058099,526668,205,"Windows_All","ESTABLISHED",355.8090563,"syd-tls-04",146,1352,65,15,"NonMal"
57530,0.603314228,650478,273,"Android","ESTABLISHED",122.0534552,"syd-tls-04",171,1350,67,16,"NonMal"
57994,0.627280396,327806,304,"Other_OS","ESTABLISHED",734.4625517,"mel-aus-01",184,1321,68,31,"NonMal"
59447,0.676465616,396714,247,"Android","ESTABLISHED",379.7631167,"mel-aus-01",246,1344,56,26,"NonMal"
73038,0.570097569,475343,301,"Windows_All","ESTABLISHED",832.170545,"mel-aus-01",137,1338,72,27,"NonMal"
70599,0.548235661,547934,305,"Android","Others",790.098071,"mel-aus-01",188,1318,55,30,"NonMal"
48422,0.732124652,462092,292,"Android","ESTABLISHED",364.5232584,"mel-aus-01",211,1316,61,28,"NonMal"
61976,0.404261937,478622,225,"Windows_All","ESTABLISHED",656.5480331,"mel-aus-01",110,1309,57,12,"NonMal"
59259,0.679668034,534833,418,"Windows_All","ESTABLISHED",599.4216479,"syd-tls-04",190,1346,61,26,"NonMal"
63956,0.629882656,441770,313,"Android","ESTABLISHED",610.2654083,"syd-tls-04",190,1356,55,27,"NonMal"
54182,0.526434149,741946,203,"Other_OS","Others",204.4732552,"mel-aus-01",191,1344,72,14,"NonMal"
55452,0.433851296,645128,268,"Android","ESTABLISHED",607.1230329,"mel-aus-01",201,1293,64,17,"NonMal"
64251,0.53810152,409769,247,"Windows_All","ESTABLISHED",31.71898699,"mel-aus-01",166,1339,65,20,"NonMal"
55428,0.491411619,446777,221,"Windows_All","ESTABLISHED",345.8701119,"syd-tls-04",202,1348,86,19,"NonMal"
66051,0.569857688,482088,331,"Windows_All","ESTABLISHED",704.2772627,"mel-aus-01",133,1364,67,27,"NonMal"
63440,0.509626645,248549,281,"Windows_All","ESTABLISHED",135.19734,"mel-aus-01",194,1376,54,20,"NonMal"
61471,0.477006198,378194,295,"Windows_All","ESTABLISHED",365.8391383,"mel-aus-01",146,1375,67,16,"NonMal"
61468,0.50461234,429547,211,"Android","ESTABLISHED",69.2312107,"syd-tls-04",157,1358,72,20,"NonMal"
65814,0.396926148,446962,162,"Android","ESTABLISHED",661.3590851,"mel-aus-01",212,1344,74,19,"NonMal"
61831,0.663477993,462388,220,"Windows_All","ESTABLISHED",699.2284952,"mel-aus-01",211,1366,59,28,"NonMal"
75349,0.572568855,458659,199,"Android","ESTABLISHED",370.4850206,"syd-tls-04",226,1370,57,24,"NonMal"
64244,0.557419506,340627,254,"Windows_All","ESTABLISHED",104.2633052,"syd-tls-04",193,1352,65,20,"NonMal"
62290,0.520697314,341363,302,"Windows_All","ESTABLISHED",65.00289942,"mel-aus-01",178,1375,83,18,"NonMal"
68820,0.667212107,469282,259,"Windows_All","ESTABLISHED",562.1542258,"syd-tls-04",166,1338,69,23,"NonMal"
55374,0.727631661,499429,278,"Android","ESTABLISHED",581.7246678,"syd-tls-04",183,1385,64,27,"NonMal"
62218,0.56905009,583189,236,"Android","ESTABLISHED",164.5297388,"mel-aus-01",168,1361,73,19,"NonMal"
63789,0.552071732,294462,284,"Other_OS","ESTABLISHED",203.8174888,"mel-aus-01",136,1339,70,18,"NonMal"
59877,0.450317896,375749,305,"Windows_All","ESTABLISHED",573.8022364,"mel-aus-01",188,1295,55,16,"NonMal"
53104,0.714185222,508505,314,"Windows_All","ESTABLISHED",755.3327148,"mel-aus-01",173,1331,56,27,"NonMal"
62832,0.508603246,384277,322,"Android","ESTABLISHED",296.1456998,"mel-aus-01",199,1391,77,20,"NonMal"
59342,0.540884873,580342,219,"Windows_All","ESTABLISHED",138.5340635,"syd-tls-04",192,1339,71,17,"NonMal"
57523,0.500181768,575793,260,"Android","ESTABLISHED",207.6607726,"mel-aus-01",243,1318,67,22,"NonMal"
61985,0.608560018,437187,265,"Android","ESTABLISHED",108.2991559,"mel-aus-01",171,1333,63,19,"NonMal"
68221,0.470605302,513488,257,"Android","ESTABLISHED",332.0392062,"mel-aus-01",171,1334,83,20,"NonMal"
57347,0.254448866,611431,266,"Android","ESTABLISHED",995.8435906,"syd-tls-04",140,1373,72,13,"NonMal"
56819,0.567467427,328661,205,"Windows_All","ESTABLISHED",221.0724677,"syd-tls-04",124,1333,63,12,"NonMal"
64215,0.479006413,397986,370,"Android","ESTABLISHED",275.4304013,"mel-aus-01",185,1369,73,19,"NonMal"
67907,0.32035237,539430,243,"Windows_All","ESTABLISHED",890.9517732,"mel-aus-01",188,1361,57,20,"NonMal"
60664,0.418167816,532163,251,"Android","ESTABLISHED",624.0332807,"mel-aus-01",140,1324,57,15,"NonMal"
57007,0.660837448,338907,240,"Windows_All","ESTABLISHED",441.2196448,"mel-aus-01",213,1350,61,28,"NonMal"
69464,0.309071839,336044,215,"Android","ESTABLISHED",917.1929977,"mel-aus-01",105,1337,69,16,"NonMal"
60030,0.660747333,578683,293,"Windows_All","ESTABLISHED",392.6668783,"mel-aus-01",181,1336,73,25,"NonMal"
44548,0.722400598,470911,275,"Other_OS","Others",858.5550376,"syd-tls-04",224,1309,57,32,"NonMal"
73166,0.431452742,322448,296,"Android","ESTABLISHED",350.7118564,"syd-tls-04",194,1301,69,24,"NonMal"
43961,0.672433287,455425,234,"Windows_All","ESTABLISHED",683.8532636,"mel-aus-01",164,1392,58,33,"NonMal"
56697,0.649097206,560103,330,"Windows_All","ESTABLISHED",734.9509389,"mel-aus-01",176,1343,52,29,"NonMal"
53452,0.470420512,368300,335,"Android","ESTABLISHED",640.567922,"mel-aus-01",188,1301,52,16,"NonMal"
48534,0.737824643,501089,169,"Windows_All","ESTABLISHED",799.0151672,"mel-aus-01",173,1364,56,30,"NonMal"
69852,0.302669556,294403,250,"Windows_All","ESTABLISHED",976.7787199,"syd-tls-04",181,1335,57,20,"NonMal"
53907,0.555571716,593867,143,"Other_OS","ESTABLISHED",35.93706391,"mel-aus-01",118,1349,57,14,"NonMal"
68510,0.461970609,561952,291,"Windows_All","ESTABLISHED",346.2868269,"syd-tls-04",182,1404,53,20,"NonMal"
62701,0.541462132,419308,239,"Android","ESTABLISHED",302.6320967,"mel-aus-01",176,1370,72,18,"NonMal"
48920,0.673434245,536296,261,"Windows_All","ESTABLISHED",531.9249494,"mel-aus-01",251,1352,50,31,"NonMal"
60430,0.637009814,282791,366,"Windows_All","ESTABLISHED",654.6343892,"mel-aus-01",151,1337,83,26,"NonMal"
60592,0.460948827,476401,350,"Windows_All","ESTABLISHED",475.162713,"syd-tls-04",144,1376,55,16,"NonMal"
68365,0.355948233,524849,287,"Windows_All","ESTABLISHED",693.9956678,"syd-tls-04",113,1400,49,14,"NonMal"
67735,0.433520909,628360,277,"Android","ESTABLISHED",450.1026857,"mel-aus-01",182,1308,76,19,"NonMal"
62576,0.300525449,575695,313,"Windows_All","ESTABLISHED",891.8394107,"mel-aus-01",72,1323,62,11,"NonMal"
64422,0.553306952,369176,265,"Android","Others",793.2744477,"mel-aus-01",144,1339,40,30,"NonMal"
56860,0.453896517,528483,290,"Windows_All","ESTABLISHED",536.1623335,"syd-tls-04",109,1347,61,11,"NonMal"
62775,0.679940764,460156,274,"Windows_All","ESTABLISHED",535.3224437,"mel-aus-01",149,1377,72,26,"NonMal"
59492,0.6807956,527677,186,"Android","ESTABLISHED",322.6005226,"syd-tls-04",182,1330,58,26,"NonMal"
57208,0.605225746,437991,273,"Android","ESTABLISHED",98.50685873,"syd-tls-04",157,1388,67,16,"NonMal"
68877,0.385055794,551138,282,"Other_OS","ESTABLISHED",563.0374688,"syd-tls-04",182,1358,64,20,"NonMal"
66393,0.322760053,305964,302,"Android","ESTABLISHED",425.0640983,"syd-tls-04",216,1343,72,23,"NonMal"
72985,0.451640847,494466,286,"Android","ESTABLISHED",148.8612598,"mel-aus-01",167,1313,72,22,"NonMal"
74689,0.39841743,644634,220,"Windows_All","ESTABLISHED",551.5298361,"mel-aus-01",139,1371,84,21,"NonMal"
67832,0.288708401,418992,353,"Android","ESTABLISHED",958.8204816,"mel-aus-01",132,1321,71,15,"NonMal"
67404,0.750657748,674681,352,"Android","ESTABLISHED",570.6834242,"syd-tls-04",94,1345,53,20,"NonMal"
56659,0.527923628,453053,291,"Other_OS","ESTABLISHED",245.8332281,"syd-tls-04",170,1345,60,16,"NonMal"
67818,0.649080622,401645,225,"Windows_All","ESTABLISHED",357.0125282,"syd-tls-04",196,1387,59,24,"NonMal"
59369,0.686123326,531021,253,"Android","ESTABLISHED",1062.7782,"mel-aus-01",98,1330,82,27,"NonMal"
51593,0.477150429,607545,272,"Windows_All","Others",319.7054613,"syd-tls-04",185,1319,55,17,"NonMal"
56055,0.474388963,317351,316,"Windows_All","Others",287.7738775,"mel-aus-01",173,1309,58,13,"NonMal"
49528,0.620165621,646950,216,"Android","Others",152.9145435,"syd-tls-04",166,1311,75,16,"NonMal"
58443,0.577104941,420146,300,"Windows_All","Others",717.6846375,"mel-aus-01",215,1376,75,32,"NonMal"
55515,0.569266567,453960,338,"Windows_All","ESTABLISHED",232.1917123,"mel-aus-01",163,1343,45,14,"NonMal"
72262,0.305621763,405930,303,"Android","ESTABLISHED",1024.410973,"mel-aus-01",145,1311,45,15,"NonMal"
65973,0.358383181,445723,257,"Android","ESTABLISHED",656.8070312,"mel-aus-01",184,1349,48,19,"NonMal"
69148,0.340740541,540625,307,"Android","ESTABLISHED",733.9779011,"mel-aus-01",159,1362,62,20,"NonMal"
53556,0.478938868,675105,203,"Android","ESTABLISHED",466.5685942,"syd-tls-04",158,1357,57,12,"NonMal"
64938,0.654876028,509038,235,"Windows_All","ESTABLISHED",944.0646112,"syd-tls-04",165,1330,60,28,"NonMal"
68534,0.396283652,640169,248,"Windows_All","ESTABLISHED",480.2867651,"mel-aus-01",154,1375,66,19,"NonMal"
59240,0.676233082,536100,274,"Windows_All","ESTABLISHED",769.5068347,"mel-aus-01",183,1356,70,27,"NonMal"
65519,0.649386979,368450,194,"Android","ESTABLISHED",794.550206,"mel-aus-01",126,1382,61,26,"NonMal"
53374,0.641260618,648527,339,"Android","Others",734.3242581,"mel-aus-01",198,1355,52,31,"NonMal"
56936,0.521106086,506682,319,"Other_OS","ESTABLISHED",192.2947242,"syd-tls-04",227,1302,67,19,"NonMal"
60880,0.669369995,494456,221,"Windows_All","ESTABLISHED",556.45137,"mel-aus-01",215,1370,66,26,"NonMal"
53877,0.575047941,529213,232,"Windows_All","ESTABLISHED",35.45309506,"syd-tls-04",191,1390,63,18,"NonMal"
63241,0.466815429,424642,359,"Android","ESTABLISHED",346.0259115,"mel-aus-01",178,1355,61,19,"NonMal"
65315,0.329870433,495636,290,"Android","ESTABLISHED",955.2885918,"syd-tls-04",139,1375,66,15,"NonMal"
61129,0.36646322,468551,276,"Android","ESTABLISHED",699.2672097,"mel-aus-01",133,1379,66,13,"NonMal"
63053,0.3970724,435724,334,"Windows_All","ESTABLISHED",521.3452624,"mel-aus-01",127,1381,76,16,"NonMal"
53760,0.746986408,430504,208,"Windows_All","ESTABLISHED",589.6420798,"syd-tls-04",108,1344,56,24,"NonMal"
64516,0.497335703,503579,161,"Android","ESTABLISHED",293.8400839,"syd-tls-04",203,1359,52,22,"NonMal"
62015,0.586733101,492207,213,"Android","ESTABLISHED",71.15159654,"mel-aus-01",152,1363,65,18,"NonMal"
57134,0.727793571,501753,300,"Windows_All","ESTABLISHED",815.80352,"syd-tls-04",107,1354,63,26,"NonMal"
68560,0.262979383,655467,284,"Windows_All","ESTABLISHED",1163.394774,"mel-aus-01",218,1344,74,21,"NonMal"
58879,0.722578478,473653,328,"Android","ESTABLISHED",357.6624935,"syd-tls-04",184,1331,74,23,"NonMal"
52604,0.671383184,607160,332,"Windows_All","ESTABLISHED",753.1972378,"mel-aus-01",207,1301,60,30,"NonMal"
55373,0.690163617,616357,278,"Windows_All","Others",865.6940255,"syd-tls-04",190,1368,74,28,"NonMal"
58243,0.607113249,536688,243,"Windows_All","ESTABLISHED",83.76447187,"mel-aus-01",144,1360,50,15,"NonMal"
55950,0.444578753,378620,285,"Android","ESTABLISHED",494.8403387,"mel-aus-01",184,1319,77,15,"NonMal"
66729,0.542703062,435870,258,"Android","ESTABLISHED",220.7540358,"syd-tls-04",197,1355,57,21,"NonMal"
56054,0.417063837,638096,211,"Android","ESTABLISHED",541.3013288,"syd-tls-04",168,1311,60,15,"NonMal"
71495,0.49997385,362783,301,"Android","ESTABLISHED",427.3800875,"mel-aus-01",171,1339,60,29,"NonMal"
56409,0.420079434,258184,248,"Android","ESTABLISHED",495.8110732,"mel-aus-01",219,1355,48,20,"NonMal"
63804,0.444692068,583130,226,"Android","ESTABLISHED",445.6164523,"mel-aus-01",163,1334,73,18,"NonMal"
60803,0.467213734,674791,245,"Android","ESTABLISHED",625.4791217,"syd-tls-04",152,1343,61,13,"NonMal"
54016,0.514855951,731209,305,"Android","ESTABLISHED",504.717631,"syd-tls-04",228,1347,51,18,"NonMal"
65879,0.635484791,551042,244,"Android","ESTABLISHED",524.9050448,"mel-aus-01",171,1354,84,25,"NonMal"
50939,0.783975414,527114,183,"Android","ESTABLISHED",269.8362373,"syd-tls-04",175,1353,54,25,"NonMal"
62984,0.405338788,379275,328,"Windows_All","ESTABLISHED",472.4517402,"mel-aus-01",173,1352,71,18,"NonMal"
62999,0.643943717,620921,284,"Windows_All","ESTABLISHED",467.6204833,"mel-aus-01",193,1313,52,26,"NonMal"
56576,0.650310109,613734,307,"Windows_All","ESTABLISHED",550.9115864,"mel-aus-01",176,1317,61,30,"NonMal"
58979,0.719093914,545846,263,"Android","ESTABLISHED",737.2997727,"mel-aus-01",145,1355,58,25,"NonMal"
55822,0.532414523,406193,270,"Windows_All","ESTABLISHED",292.7872836,"mel-aus-01",148,1312,49,15,"NonMal"
58439,0.47954257,432227,259,"Other_OS","ESTABLISHED",375.6239982,"mel-aus-01",179,1298,68,18,"NonMal"
66431,0.59195118,506843,259,"Android","ESTABLISHED",197.7203781,"syd-tls-04",88,1341,57,15,"NonMal"
75599,0.487480189,505210,308,"Windows_All","ESTABLISHED",180.4201695,"mel-aus-01",168,1364,65,22,"NonMal"
73980,0.690951173,219749,231,"Other_OS","ESTABLISHED",366.7693699,"mel-aus-01",156,1360,55,20,"NonMal"
54029,0.734516455,587647,359,"Windows_All","ESTABLISHED",168.02341,"mel-aus-01",213,1376,59,24,"NonMal"
62014,0.689382819,629234,251,"Windows_All","ESTABLISHED",385.0233972,"mel-aus-01",206,1352,70,22,"NonMal"
66549,0.761695278,372033,268,"Android","ESTABLISHED",419.7415453,"syd-tls-04",193,1368,51,19,"NonMal"
67300,0.771050645,619231,209,"Windows_All","Others",357.107949,"syd-tls-04",105,1330,50,17,"NonMal"
64323,0.513294376,586817,391,"Android","ESTABLISHED",6.642511685,"syd-tls-04",213,1391,49,23,"NonMal"
61741,0.367017213,405915,253,"Android","Others",397.6246743,"mel-aus-01",155,1345,59,16,"NonMal"
65033,0.537900252,579568,238,"Android","ESTABLISHED",108.9798073,"mel-aus-01",169,1369,66,18,"NonMal"
